source,target,reached,length,visited
Leon_Trotsky,Victoria_of_the_United_Kingdom,True,4,"['Leon_Trotsky', 'United_Kingdom', 'British_Empire', 'Victoria_of_the_United_Kingdom']"
Lerwick,Beetle,True,8,"['Lerwick', 'United_Kingdom', 'Cricket', 'Lawn', 'Rabbit', 'Animal', 'Insect', 'Beetle']"
Lesotho,Last_Supper,True,17,"['Lesotho', 'United_States', 'Holy_Roman_Empire', 'Medieval_music', 'Middle_Ages', 'Jerusalem', 'First_Crusade', 'Second_Crusade', 'Crusades', 'Renaissance', 'Italian_Renaissance', 'Roman_Catholic_Church', 'Apostolic_Succession', 'Anglican_Communion', 'Book_of_Common_Prayer', 'Christianity', 'Last_Supper']"
Lettuce,Radio,True,8,"['Lettuce', 'Water', 'Sun', 'Wave', 'Sound', 'Music', 'Communication', 'Radio']"
Lhasa,Book,True,6,"['Lhasa', 'Lead', 'Color', 'Art', 'Literature', 'Book']"
Liberia,Pollution,True,4,"['Liberia', 'Africa', 'Earth', 'Pollution']"
Libertarianism,Vegetable,True,10,"['Libertarianism', 'Religion', 'Planet', 'Nitrogen', 'Food', 'Cereal', 'Potato', 'Plant', 'Fruit', 'Vegetable']"
Library,Riesling,False,25,"['Library', 'Book', 'Novel', 'France', 'Rhine', 'Bridge', 'United_States', 'Guadeloupe', 'Language', 'English_language', 'United_Kingdom', 'J._K._Rowling', 'England', 'Bede', 'Middle_Ages', 'Renaissance', 'Europe', 'Flanders', 'Germany', 'Franks', 'Italy', 'Culture', 'Japan', 'Pottery', 'Oxygen']"
Liechtenstein,Grenada,True,2,"['Liechtenstein', 'Grenada']"
Light,Australia,True,9,"['Light', 'California', 'Mexico', 'England', 'Germany', 'Canada', 'Russia', 'Country', 'Australia']"
Light,Royal_Air_Force,True,5,"['Light', 'Michael_Faraday', 'Westminster_Abbey', 'United_Kingdom', 'Royal_Air_Force']"
Light,Vietnam,True,4,"['Light', 'California', 'United_States', 'Vietnam']"
Lightning_rod,Danube,True,5,"['Lightning_rod', 'United_States', 'Mississippi_River', 'River', 'Danube']"
Lightning_rod,Natalie_Portman,True,25,"['Lightning_rod', 'United_States', 'Kingman_Reef', 'New_Zealand', 'James_Cook', 'Royal_Navy', 'Royal_Marines', 'United_Kingdom', 'Kylie_Minogue', 'Actor', 'Film', 'Charlie_Chaplin', 'Europe', 'Black_Sea', 'Red_Sea', 'Latin', 'English_language', 'Kiribati', 'Caroline_Island', 'Coconut_crab', 'Germany', 'Richard_Wagner', 'Star_Wars', 'Darth_Vader', 'Natalie_Portman']"
Lightning_rod,Swastika,True,6,"['Lightning_rod', 'United_States', 'Sweden', 'Estonia', 'Nazi_Germany', 'Swastika']"
Lightning_rod,Watch,True,12,"['Lightning_rod', 'United_States', 'Television', 'Film', 'Video', 'DVD', 'Euro', 'France', 'God', 'Light', 'Time', 'Watch']"
Lille,Mexico_City,True,4,"['Lille', 'Spain', 'Mexico', 'Mexico_City']"
Lilongwe,Jewellery,True,4,"['Lilongwe', 'South_Africa', 'Diamond', 'Jewellery']"
Lima,Battle_of_Britain,True,11,"['Lima', '16th_century', 'Wars_of_the_Roses', 'Edward_V_of_England', 'British_monarchy', 'British_Empire', 'Napoleonic_Wars', 'Battle_of_Austerlitz', 'Battle_of_Cannae', 'World_War_II', 'Battle_of_Britain']"
Limerick,Pea,True,24,"['Limerick', 'Viking', 'Franks', 'Latin', 'Bible', 'God', 'Deity', 'Christianity', 'Pope', 'Paul_of_Tarsus', 'Augustine_of_Hippo', 'Aristotle', 'Tide', 'Earth', 'Plant', 'Weed', 'Sumac', 'Flower', 'Chicken', 'Cereal', 'Barley', 'Bread', 'Vegetable', 'Pea']"
Lindisfarne_Gospels,Trigonometry,True,12,"['Lindisfarne_Gospels', 'English_language', 'United_States', 'France', 'United_Kingdom', 'Gravitation', 'Physics', 'Acceleration', 'Earth', 'Pi', 'Trigonometric_function', 'Trigonometry']"
Linguistics,Climate_change,True,7,"['Linguistics', 'Arabic_language', 'Western_Sahara', 'Desert', 'Ice_age', 'Climate', 'Climate_change']"
Linguistics,Edinburgh,True,4,"['Linguistics', 'Middle_East', 'United_Kingdom', 'Edinburgh']"
Linguistics,Rome,True,4,"['Linguistics', 'Culture', 'Ancient_Rome', 'Rome']"
Linus_Torvalds,Brazil,True,6,"['Linus_Torvalds', 'Finland', 'Germany', 'England', 'Italy', 'Brazil']"
Linus_Torvalds,Internet_Explorer,True,11,"['Linus_Torvalds', 'Communism', 'France', 'Internet', 'World_Wide_Web', 'History_of_the_Internet', 'Computer', 'Microsoft_Windows', 'Windows_XP', 'Windows_Vista', 'Internet_Explorer']"
Linux,Adolf_Hitler,True,7,"['Linux', 'Microsoft_Windows', 'Microsoft', 'Bill_Gates', 'Leonardo_da_Vinci', 'Munich', 'Adolf_Hitler']"
Linux,Double-decker_bus,False,25,"['Linux', 'Microsoft_Windows', 'Microsoft', 'United_States', 'Space_Shuttle_Columbia', 'India', 'France', 'United_Kingdom', 'BAE_Systems', 'World_War_II', 'Marshall_Plan', 'Transport', 'Automobile', 'Europe', 'Germany', 'English_language', 'England', 'Jet_engine', 'Oxygen', 'Sweden', 'Industrial_Revolution', 'Rail_transport', 'Amtrak', 'Canada', 'Latin']"
Linux,Flag_of_the_Republic_of_China,True,6,"['Linux', 'Microsoft_Windows', 'Microsoft', 'United_States', 'Republic_of_China', 'Flag_of_the_Republic_of_China']"
Linux,Space_Race,True,16,"['Linux', 'Microsoft_Windows', 'GNU', 'Unix', 'Latin', 'Roman_Empire', 'Civilization', 'Minoan_civilization', 'Black_Sea', 'Red_Sea', 'Sudan', 'African_Union', 'European_Union', 'European_Space_Agency', 'Space_exploration', 'Space_Race']"
Lion,African_Penguin,True,14,"['Lion', 'Cape_Lion', 'Africa', 'Southern_Africa', 'North_Africa', 'Atlantic_Ocean', 'Black_Sea', 'Red_Sea', 'Indian_Ocean', 'Arctic_Ocean', 'Arctic', 'Antarctica', 'Penguin', 'African_Penguin']"
Lion,Chile,True,4,"['Lion', 'France', 'South_America', 'Chile']"
Lipid,Unix,True,10,"['Lipid', 'Carbon', 'Solar_System', 'Metal', 'Osmium', 'England', 'BBC', 'Internet', 'Linux', 'Unix']"
Liquid_crystal,Monopoly_%28game%29,False,25,"['Liquid_crystal', 'Phase_%28matter%29', 'Iron', 'Georgia_%28country%29', 'C%C3%B4te_d%27Ivoire', 'Olympic_Games', 'Football_%28soccer%29', 'Ancient_Rome', 'Mediterranean_Sea', 'Gibraltar', 'Rock_of_Gibraltar', 'United_Kingdom', 'Giant%27s_Causeway', 'Scotland', 'Commonwealth_Games', 'Squash_%28sport%29', 'Hardball_squash', 'Canada', 'Currency', 'Stock', 'Company_%28law%29', 'Guild', 'Trade_union', 'Corporation', 'United_States']"
Liquid_crystal,Society,True,12,"['Liquid_crystal', 'Light', '18th_century', '20th_century', 'Communism', 'Capitalism', 'Socialism', 'Democracy', 'Fascism', 'Culture', 'Sociology', 'Society']"
Lisbon,Education,True,8,"['Lisbon', 'University', 'Religion', 'Science', 'Engineering', 'Technology', 'Economics', 'Education']"
List_of_French_monarchs,Glasgow,True,5,"['List_of_French_monarchs', 'Germany', 'Scotland', 'Edinburgh', 'Glasgow']"
List_of_U.S._states_by_date_of_statehood,Byzantine_Empire,True,4,"['List_of_U.S._states_by_date_of_statehood', 'United_States', 'Holy_Roman_Empire', 'Byzantine_Empire']"
List_of_U.S._states_by_date_of_statehood,Wales,True,6,"['List_of_U.S._states_by_date_of_statehood', 'Minnesota', 'India', 'Netherlands', 'Scotland', 'Wales']"
List_of_circulating_currencies,Thallium,False,25,"['List_of_circulating_currencies', 'Anguilla', 'United_Kingdom', 'Latin', 'Ancient_Rome', 'Elagabalus', 'Augustus', 'Rome', 'France', 'United_States', 'Guadeloupe', 'Flower', 'Saffron', 'Turmeric', 'Black_pepper', 'Plant', 'Silurian', 'Glacier', 'Ice', 'Crystal', 'Snow', 'Arctic', 'Cold_War', 'India', 'Rice']"
List_of_elements_by_name,Apple,False,25,"['List_of_elements_by_name', 'Silicon', 'Steel', 'Metal', 'Plutonium', 'Japan', 'Nintendo', 'Microsoft', 'Computer', 'GNOME', 'ITunes', 'IPod', 'Napster', 'Internet', 'Cloud', 'Earth', 'Pluto', 'Planet', 'Korea', 'United_States', 'Potato', 'Water', 'Otter', 'Iraq', 'Science']"
List_of_elements_by_name,Delhi,True,10,"['List_of_elements_by_name', 'Tantalum', 'Thailand', 'Bangkok', 'Beijing', 'Guangzhou', 'Shanghai', 'Karachi', 'India', 'Delhi']"
List_of_elements_by_name,Greek_mythology,True,5,"['List_of_elements_by_name', 'Argon', 'Planet', 'Ancient_Rome', 'Greek_mythology']"
List_of_essential_oils,Nicaragua,True,9,"['List_of_essential_oils', 'India', 'South_America', 'Chile', 'Venezuela', 'Panama', 'Uruguay', 'Argentina', 'Nicaragua']"
List_of_minerals,British_Virgin_Islands,False,25,"['List_of_minerals', 'Iron', 'Sweden', 'Palestinian_territories', 'United_Kingdom', 'British_Isles', 'British_Isles_%28terminology%29', 'Falkland_Islands', 'Stanley%2C_Falkland_Islands', 'Royal_Navy', 'British_Empire', 'Jamaica', 'Caribbean_Sea', 'Puerto_Rico', 'Scotland', 'Faroe_Islands', 'Shetland', 'Orkney', 'Scottish_Highlands', 'Ireland', 'Great_Britain', 'Channel_Islands', 'Guernsey', 'Isle_of_Man', 'Elizabeth_II_of_the_United_Kingdom']"
List_of_popes,Gmail,False,25,"['List_of_popes', 'France', 'Internet', 'Cloud', 'Earth', 'United_States', 'Nigeria', 'Lagos', 'Europe', 'United_Kingdom', 'HSBC', 'World_War_II', 'Germany', 'English_language', 'England', 'Latin', 'Italy', 'India', 'Japan', 'China', 'Africa', 'Spain', 'Emirate', 'Arabic_language', 'Arab_League']"
List_of_rivers_by_length,1896_Summer_Olympics,True,4,"['List_of_rivers_by_length', 'United_States', 'Olympic_Games', '1896_Summer_Olympics']"
List_of_rivers_by_length,Franklin_D._Roosevelt,True,4,"['List_of_rivers_by_length', 'United_States', 'President_of_the_United_States', 'Franklin_D._Roosevelt']"
List_of_sovereign_states,Earth,True,4,"['List_of_sovereign_states', 'Australia', 'Continent', 'Earth']"
List_of_sovereign_states,Mars,True,5,"['List_of_sovereign_states', 'Cyprus', 'Uranus', 'Planet', 'Mars']"
List_of_universities_in_the_United_Kingdom,Vertebrate,True,5,"['List_of_universities_in_the_United_Kingdom', 'United_Kingdom', 'DNA', 'Animal', 'Vertebrate']"
List_of_vegetable_oils,Hungary,True,3,"['List_of_vegetable_oils', 'Austria', 'Hungary']"
List_of_vegetable_oils,Peru,True,3,"['List_of_vegetable_oils', 'Chile', 'Peru']"
List_of_vegetable_oils,Theatre,True,4,"['List_of_vegetable_oils', 'Renaissance', 'Literature', 'Theatre']"
Literacy,Hydrogen,True,4,"['Literacy', 'United_States', 'Petroleum', 'Hydrogen']"
Literature,Piano,True,13,"['Literature', 'Music', 'Musical_instrument', 'Guitar', 'Renaissance_music', 'Medieval_music', 'Flute', 'Clarinet', 'Saxophone', 'Brass_instrument', 'Trumpet', 'Ludwig_van_Beethoven', 'Piano']"
Lithium,Obi-Wan_Kenobi,False,25,"['Lithium', 'World_War_II', 'Imperial_Japanese_Navy', 'World_War_I', 'Royal_Navy', 'Royal_Air_Force', 'British_monarchy', 'Monarchy', 'Papua_New_Guinea', 'Indian_Ocean', 'East_Africa', 'Djibouti', 'Equatorial_Guinea', 'Bantu', 'Zimbabwe', 'Democratic_Republic_of_the_Congo', 'Okapi', 'Europe', 'Holy_Roman_Empire', 'Western_Roman_Empire', 'Roman_Empire', 'Cleopatra_VII', 'Mark_Antony', 'Ancient_Rome', 'Edward_Gibbon']"
Lithium_aluminium_hydride,Louis_XIV_of_France,True,5,"['Lithium_aluminium_hydride', 'Benzene', 'World_War_II', 'France', 'Louis_XIV_of_France']"
Lithuania,Latvia,True,2,"['Lithuania', 'Latvia']"
Lithuania,Whale,True,5,"['Lithuania', 'Black_Sea', 'Sea', 'Ocean', 'Whale']"
Little_Women,Nitrogen_fixation,True,5,"['Little_Women', 'United_States', 'Natural_gas', 'Ammonia', 'Nitrogen_fixation']"
Liverpool_and_Manchester_Railway,Neptune,True,14,"['Liverpool_and_Manchester_Railway', 'England', 'Norfolk', 'North_Sea', 'Netherlands', 'Luxembourg', 'NATO', 'Kazakhstan', 'Mongolia', 'Peru', 'Pacific_Ocean', 'Ocean', 'Planet', 'Neptune']"
Llywelyn_the_Great,Electron,True,6,"['Llywelyn_the_Great', 'Ireland', 'Luftwaffe', 'United_States', 'Electronics', 'Electron']"
Llywelyn_the_Great,Heliocentrism,True,7,"['Llywelyn_the_Great', 'Ireland', 'Ptolemy', 'Astrology', 'Astronomy', 'Nicolaus_Copernicus', 'Heliocentrism']"
Local_government_in_the_United_Kingdom,Botswana,True,6,"['Local_government_in_the_United_Kingdom', 'Wales', 'England', 'Belgium', 'Rwanda', 'Botswana']"
Loch_Ness,New_Delhi,True,4,"['Loch_Ness', 'United_Kingdom', 'India', 'New_Delhi']"
Logistics,Butter,True,14,"['Logistics', 'World_War_II', 'War', 'Petroleum', 'Heat', 'Water', 'Salt', 'Almond', 'Sugar', 'Chocolate', 'Food', 'Peanut', 'Fatty_acid', 'Butter']"
London,Lemon,True,15,"['London', 'Jew', 'Christianity', 'Martin_Luther', 'France', 'Julius_Caesar', 'Augustus', 'Germany', 'Bulgaria', 'Copper', 'Silver', 'Color', 'Fruit', 'Citrus', 'Lemon']"
London,Sperm_Whale,True,7,"['London', 'Ben_Jonson', 'England', 'Irish_Sea', 'Atlantic_Ocean', 'Whale', 'Sperm_Whale']"
London,Zambia,True,6,"['London', 'Bucharest', 'Hungary', 'Serbia', 'Mozambique', 'Zambia']"
London_Bridge,Antwerp,True,4,"['London_Bridge', 'London', 'Belgium', 'Antwerp']"
London_Underground,Haiti,True,11,"['London_Underground', 'Scotland', 'Iceland', 'Greenland', 'Norway', 'Sweden', 'Chile', 'Venezuela', 'Guyana', 'Jamaica', 'Haiti']"
Looney_Tunes,DNA,True,3,"['Looney_Tunes', 'United_Kingdom', 'DNA']"
Looney_Tunes,Sorghum,True,11,"['Looney_Tunes', 'United_Kingdom', 'Steel', 'Vanadium', 'Magnesium', 'Plant', 'Wheat', 'Maize', 'Rice', 'Cereal', 'Sorghum']"
Lord_Voldemort,Canadian_football,True,4,"['Lord_Voldemort', 'French_language', 'Canada', 'Canadian_football']"
Louis_Armstrong,Computer,True,5,"['Louis_Armstrong', 'Television', 'Internet', 'Microsoft', 'Computer']"
Louis_Pasteur,Chicken,True,2,"['Louis_Pasteur', 'Chicken']"
Louis_XIV_of_France,Continental_crust,True,4,"['Louis_XIV_of_France', 'North_America', 'Plate_tectonics', 'Continental_crust']"
Louis_XIV_of_France,Lyndon_B._Johnson,True,12,"['Louis_XIV_of_France', 'James_II_of_England', 'George_I_of_Great_Britain', 'George_II_of_Great_Britain', 'George_III_of_the_United_Kingdom', 'William_IV_of_the_United_Kingdom', 'George_Washington', 'Thomas_Jefferson', 'Woodrow_Wilson', 'Andrew_Johnson', 'President_of_the_United_States', 'Lyndon_B._Johnson']"
Lovage,Elizabeth_II_of_the_United_Kingdom,True,5,"['Lovage', 'Binomial_nomenclature', 'Latin', 'William_I_of_England', 'Elizabeth_II_of_the_United_Kingdom']"
Love,Alligator,True,5,"['Love', 'Mammal', 'Dinosaur', 'Crocodile', 'Alligator']"
Love,Blackpool,False,25,"['Love', 'India', 'Bangalore', 'Mumbai', 'London', 'Lille', 'Leeds', 'Manchester', 'Cardiff', 'Bristol', 'Birmingham', 'Liverpool', 'Nottingham', 'Belfast', 'Ireland', 'Scotland', 'Aberdeen', 'Edinburgh', 'Glasgow', 'England', 'Brighton', 'Portsmouth', 'Southampton', 'United_Kingdom', 'Gibraltar']"
Love,Photosynthesis,True,4,"['Love', 'Biology', 'Plant', 'Photosynthesis']"
Love,Rhine,True,5,"['Love', 'Plato', 'Renaissance', 'Germany', 'Rhine']"
Love,Saturn,True,6,"['Love', 'Plato', 'Apollo', 'Saturn_V', 'Planet', 'Saturn']"
Love,World_War_II,True,5,"['Love', 'India', 'Cold_War', 'World_War_I', 'World_War_II']"
Ludwig_Wittgenstein,Flag_of_Australia,True,4,"['Ludwig_Wittgenstein', 'Austria', 'Australia', 'Flag_of_Australia']"
Ludwig_van_Beethoven,Gautama_Buddha,True,14,"['Ludwig_van_Beethoven', 'Germany', 'Immanuel_Kant', 'John_Locke', 'Alexander_Hamilton', 'Abraham_Lincoln', 'Ronald_Reagan', 'Mikhail_Gorbachev', 'Vladimir_Lenin', 'Joseph_Stalin', 'Mao_Zedong', 'Nepal', 'Buddha', 'Gautama_Buddha']"
Luftwaffe,Muhammad,True,5,"['Luftwaffe', 'Adolf_Hitler', 'Egypt', 'Islam', 'Muhammad']"
Luminiferous_aether,Islam,True,5,"['Luminiferous_aether', 'Latin', 'Bible', 'Christianity', 'Islam']"
Lunar_eclipse,Central_processing_unit,False,25,"['Lunar_eclipse', 'Earth', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'India', 'Japan', 'China', 'Africa', 'Central_African_Republic', 'Time_zone', 'Spain', 'Latin', 'Italy', 'Currency', '19th_century', 'England', 'London', 'Russia', 'Canada', 'Christianity']"
Lunar_eclipse,Indian_Ocean,True,3,"['Lunar_eclipse', 'Earth', 'Indian_Ocean']"
Lunar_eclipse,Nuclear_power,True,6,"['Lunar_eclipse', 'Full_moon', 'Earth', 'Energy', 'Nuclear_fission', 'Nuclear_power']"
Luxembourg,Dominican_Republic,True,4,"['Luxembourg', 'Country', 'United_States', 'Dominican_Republic']"
Luxembourg,Mikhail_Gorbachev,True,4,"['Luxembourg', 'World_War_II', 'Soviet_Union', 'Mikhail_Gorbachev']"
Lyme_disease,Food,True,11,"['Lyme_disease', 'Salt', 'Water', 'Fish', 'Tuna', 'Animal', 'Bird', 'Chicken', 'Meat', 'Poultry', 'Food']"
Lyndon_B._Johnson,Kurt_Cobain,True,15,"['Lyndon_B._Johnson', 'Ku_Klux_Klan', 'Nazi_Germany', 'Richard_Wagner', 'Hugo_Wolf', 'Franz_Schubert', 'Robert_Schumann', 'Switzerland', 'Rhine', 'Adolf_Hitler', 'Friedrich_Nietzsche', 'Carl_Jung', 'Sgt._Pepper%27s_Lonely_Hearts_Club_Band', 'The_Beatles', 'Kurt_Cobain']"
M1_motorway,Delhi,True,8,"['M1_motorway', 'London', 'Beijing', 'Guangzhou', 'Shanghai', 'Karachi', 'India', 'Delhi']"
Macbeth,Internet,True,6,"['Macbeth', 'Oxford', 'London', 'Education', 'Computer', 'Internet']"
Macedon,Maize,True,4,"['Macedon', 'India', 'Wheat', 'Maize']"
Machu_Picchu,Battle_of_Britain,True,9,"['Machu_Picchu', 'India', 'United_Kingdom', 'British_Empire', 'Napoleonic_Wars', 'Battle_of_Austerlitz', 'Battle_of_Cannae', 'World_War_II', 'Battle_of_Britain']"
Machu_Picchu,FIFA,True,6,"['Machu_Picchu', 'India', 'France', 'Brazil', 'FIFA_World_Cup', 'FIFA']"
Macintosh,Djibouti,True,24,"['Macintosh', 'United_States_dollar', 'Renminbi', 'Currency', '19th_century', 'Shaka', 'Zulu', 'United_Kingdom', 'Damon_Hill', 'France', 'Maghreb', 'Tunis', 'Tunisia', 'Erwin_Rommel', 'Munich', 'Henrik_Ibsen', 'United_States', 'Kiribati', 'English_language', 'Germany', 'Felix_Mendelssohn', 'Italy', 'Croatia', 'Djibouti']"
Macintosh,Turtle,True,7,"['Macintosh', 'Sound', 'Matter', 'Science', 'Nature', 'Dinosaur', 'Turtle']"
Mackenzie_River,Antelope,True,21,"['Mackenzie_River', 'Canada', 'Beaver', 'Animal', 'Insect', 'Organism', 'Plant', 'Herbivore', 'Elephant', 'Vertebrate', 'Reptile', 'Crocodile', 'Alligator', 'Pond', 'Garden', 'Nature', 'Dinosaur', 'Mammal', 'Zebra', 'Lion', 'Antelope']"
Madrid,Photography,True,5,"['Madrid', 'Basketball', 'Television', 'Film', 'Photography']"
Magic__The_Gathering,Toronto,True,5,"['Magic__The_Gathering', 'Italy', 'Turin', 'Montreal', 'Toronto']"
Maglev_train,Greenland,True,4,"['Maglev_train', 'United_Kingdom', 'British_Isles', 'Greenland']"
Magma,Bible,True,5,"['Magma', 'Earth', 'Deity', 'Christianity', 'Bible']"
Magma,Tiger_shark,True,10,"['Magma', 'Carbon_dioxide', 'Mauna_Loa', 'Volcano', 'Lake_Toba', 'Indian_Ocean', 'Ganges_River', 'Dolphin', 'Bottlenose_Dolphin', 'Tiger_shark']"
Magna_Carta,Blue_shark,False,25,"['Magna_Carta', 'English_language', 'Australian_English', 'British_English', 'New_Zealand', 'Pacific_Ocean', 'Atlantic_Ocean', 'Black_Sea', 'Red_Sea', 'Indian_Ocean', 'Southern_Ocean', 'Arctic_Ocean', 'Ocean', 'Aral_Sea', 'Sea', 'Irish_Sea', 'Ice_age', 'Ice_sheet', 'Sea_level_rise', 'Tide', 'Full_moon', 'Lunar_eclipse', 'Earth', 'Red_giant', 'Star']"
Magna_Carta,Christianity,True,3,"['Magna_Carta', 'Rome', 'Christianity']"
Magna_Carta,Wright_brothers,False,25,"['Magna_Carta', 'Edward_I_of_England', 'Edward_II_of_England', 'Edward_III_of_England', 'Richard_II_of_England', 'Wales', 'Tony_Blair', 'Harold_Wilson', 'Harold_Macmillan', 'Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield', 'Robert_Peel', 'David_Cameron', 'William_Pitt_the_Younger', 'William_Wilberforce', 'House_of_Lords', 'British_monarchy', 'Edward_VI_of_England', 'Thomas_Cranmer', 'Henry_VIII_of_England', 'Edward_IV_of_England', 'Richard_III_of_England', 'Richard_III_%28play%29', 'The_Smiths', 'United_Kingdom', 'Ben_Jonson']"
Magnesium,Prime_number,True,12,"['Magnesium', 'Earth', 'Apollo_8', 'Apollo_11', 'Spain', 'United_States', 'C%C3%B4te_d%27Ivoire', 'France', 'United_Kingdom', 'Bertrand_Russell', 'Number', 'Prime_number']"
Magnesium,Vitamin,True,4,"['Magnesium', 'Calcium', 'Vitamin_D', 'Vitamin']"
Magnet,Frankfurt,True,6,"['Magnet', 'Steel', 'Russia', 'Europe', 'Germany', 'Frankfurt']"
Magnetism,Achilles,True,4,"['Magnetism', 'Star', 'Greek_mythology', 'Achilles']"
Magnetism,Football,True,4,"['Magnetism', 'Steel', 'England', 'Football']"
Magnetism,La_Paz,True,13,"['Magnetism', 'Iron', 'Russia', 'Belarus', 'Flag_of_Belarus', 'Soviet_Union', 'Moscow', 'North_America', 'El_Salvador', 'Costa_Rica', 'Nicaragua', 'Bolivia', 'La_Paz']"
Magnetism,Whale,True,10,"['Magnetism', 'Star', 'Neptune', 'Uranus', 'Asteroid', 'Dinosaur', 'Animal', 'Fish', 'Whale_shark', 'Whale']"
Magpie,Newark%2C_New_Jersey,True,12,"['Magpie', 'Korea', 'North_Korea', 'United_States', 'Jersey', 'United_Kingdom', 'Atlantic_Ocean', 'Boston%2C_Massachusetts', 'Washington%2C_D.C.', 'Rhode_Island', 'U.S._state', 'Newark%2C_New_Jersey']"
Mahatma_Gandhi,Big_Bang,True,7,"['Mahatma_Gandhi', 'Albert_Einstein', 'Matter', 'Quark', 'Proton', 'Atom', 'Big_Bang']"
Mahatma_Gandhi,Jesus,True,3,"['Mahatma_Gandhi', 'God', 'Jesus']"
Maize,Smog,True,9,"['Maize', 'Winter', 'Sun', 'Gas', 'Heat', 'Matter', 'Science', 'Pollution', 'Smog']"
Maize,The_Lion_King,True,9,"['Maize', 'Africa', 'Lion', 'Cape_Lion', 'Cape_Town', 'African_Penguin', 'South_Africa', 'Hyena', 'The_Lion_King']"
Malaria,Cloud,False,25,"['Malaria', 'Africa', 'Earth', 'Planet', 'Moon', 'Sun', 'Matter', 'Atom', 'Carbon', 'Comet', 'Galaxy', 'Universe', 'Sphere', 'Topology', 'Latin', 'Bible', 'Jerusalem', 'Tel_Aviv', 'Flower', 'Bird', 'Feather', 'Goose', 'Snow_Goose', 'Animal', 'Water']"
Malaria,Geology,True,7,"['Malaria', 'Andes', 'Cretaceous', 'Paleocene', 'Fossil', 'Mineral', 'Geology']"
Malaspina_Glacier,Antananarivo,False,25,"['Malaspina_Glacier', 'North_America', 'Aruba', 'Venezuela', 'Peru', 'Lima', 'Latin_America', 'Bolivia', 'Andes', 'South_America', 'Anaconda', 'Paraguay', 'Mestizo', 'Dominican_Republic', 'Dominica', 'Rainforest', 'Armadillo', 'Anteater', 'Ant', 'Amazon_Rainforest', 'Suriname', 'Indonesia', 'Sumatra', 'Indian_Ocean', 'Madagascar']"
Malawi,Baseball,True,7,"['Malawi', 'Portugal', 'Rugby_World_Cup', 'Rugby_football', 'Football', 'Basketball', 'Baseball']"
Mali,Sputnik_2,True,6,"['Mali', 'France', 'World_War_II', 'Soviet_Union', 'Sputnik_1', 'Sputnik_2']"
Mallard,Pluto,True,9,"['Mallard', 'Asia', 'Mongolia', 'Peru', 'Potato', 'Finland', 'Arctic_Circle', 'Earth', 'Pluto']"
Malta,Aluminium_chloride,True,13,"['Malta', 'Suez_Canal', 'Arabic_language', 'Arab_League', 'United_States', 'Bah%C3%A1%27%C3%AD_Faith', 'India', 'France', 'United_Kingdom', 'Steel', 'Corrosion', 'Aluminium', 'Aluminium_chloride']"
Malta,Medicine,True,8,"['Malta', 'Tobacco', 'Cancer', 'Morphine', 'AIDS', 'Tuberculosis', 'Hippocrates', 'Medicine']"
Mammoth,Pride_and_Prejudice,True,15,"['Mammoth', 'United_States', 'Cinema_of_the_United_States', 'The_Shawshank_Redemption', 'The_Godfather', 'Laurence_Olivier', 'Romeo_and_Juliet', 'Harry_Potter', 'Alice%27s_Adventures_in_Wonderland', 'France', 'British_Empire', 'Nationalism', 'Literature', 'Novel', 'Pride_and_Prejudice']"
Mancala,Florida,True,14,"['Mancala', 'Africa', 'France', 'California', 'Mexico', 'Brazil', 'Italy', 'Australia', 'Japan', 'Korea', 'Canada', 'Russia', 'Cuba', 'Florida']"
Manchester,Black_hole,True,6,"['Manchester', 'Dark_Ages', 'United_States', 'Moon', 'Gravitation', 'Black_hole']"
Manchester,Mars,True,7,"['Manchester', 'Australia', 'Kangaroo', 'Continent', 'Earth', 'Planet', 'Mars']"
Manchester,Water,True,3,"['Manchester', 'Beer', 'Water']"
Manchester_United_F.C.,Sumatra,True,4,"['Manchester_United_F.C.', 'Portugal', 'Malaysia', 'Sumatra']"
Manchester_United_F.C.,Windows_Vista,True,5,"['Manchester_United_F.C.', 'United_States', 'Computer', 'Microsoft_Windows', 'Windows_Vista']"
Manganese,Geography_of_Ireland,True,5,"['Manganese', 'Burkina_Faso', 'Europe', 'Northern_Ireland', 'Geography_of_Ireland']"
Manganese,Hong_Kong,True,7,"['Manganese', 'Burkina_Faso', 'Ghana', 'United_Kingdom', 'London', 'Beijing', 'Hong_Kong']"
Mango,Spanish_conquest_of_the_Inca_Empire,True,5,"['Mango', 'South_America', 'Latin_America', 'Inca_Empire', 'Spanish_conquest_of_the_Inca_Empire']"
Mango,Video,True,11,"['Mango', 'Fruit', 'Plant', 'Light', 'Sound', 'Music', 'Propaganda', 'Television', 'DVD', 'Sony', 'Video']"
Manifest_Destiny,Ecology,True,5,"['Manifest_Destiny', 'Pacific_Ocean', 'Earth', 'Organism', 'Ecology']"
Manifold,Poetry,True,8,"['Manifold', 'German_language', 'Bible', 'Christianity', 'Religion', 'Mythology', 'Literature', 'Poetry']"
