source,target,reached,length,visited\
Chemistry,George_H._W._Bush,TRUE,5,"['Chemistry', 'World_War_II', 'United_States', 'George_W._Bush', 'George_H._W._Bush']\"
Sonic_the_Hedgehog_%28character%29,Cancer,FALSE,20,"['Sonic_the_Hedgehog_%28character%29', 'United_Kingdom', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Arabic_language', 'Hebrew_language', 'Islam', 'Europe', 'Christianity', 'Spain', 'Russia', 'Natural_gas', 'Earth%27s_atmosphere', 'Earth', 'Animal', 'Carolus_Linnaeus', 'Japan']\"
Global_warming,Wood,TRUE,10,"['Global_warming', 'United_States', 'Steel', 'Metal', 'Currency', '19th_century', 'Europe', 'Forest', 'Tree', 'Wood']\"
Dodo,Film,TRUE,7,"['Dodo', 'Carolus_Linnaeus', 'Japan', 'Crime', 'Police', 'United_States', 'Film']\"
Pyramid,Adolf_Hitler,TRUE,7,"['Pyramid', 'United_States', 'Abraham_Lincoln', 'United_Kingdom', 'World_War_I', 'Nazism', 'Adolf_Hitler']\"
Jesus,Microsoft,TRUE,6,"['Jesus', 'Europe', 'United_Kingdom', 'Computer', 'Microsoft_Windows', 'Microsoft']\"
Planet,Nuclear_power,TRUE,4,"['Planet', 'Japan', 'United_States', 'Nuclear_power']\"
Dog,Beer,TRUE,6,"['Dog', 'Chocolate', 'Food', 'Water', 'Ethanol', 'Beer']\"
Khudai_Khidmatgar,Whale,TRUE,10,"['Khudai_Khidmatgar', 'Germany', 'Time_zone', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'United_Kingdom', 'Europe', 'Dolphin', 'Whale']\"
Age_of_Enlightenment,Kazakhstan,TRUE,4,"['Age_of_Enlightenment', 'Poland', 'Russia', 'Kazakhstan']\"
Shark,FIFA,TRUE,5,"['Shark', 'Japan', 'Germany', 'England', 'FIFA']\"
Judaism,Flute,FALSE,20,"['Judaism', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Communism', 'France', 'Latin', 'Europe', 'United_Kingdom', 'Hydrogen', 'Phase_%28matter%29', 'Water', 'Agriculture', 'Germany', 'English_language', 'England', 'Socialism', 'India', 'United_States_dollar']\"
ASCII,Swastika,FALSE,20,"['ASCII', 'Computer', 'Middle_Ages', 'Europe', 'Latin', 'United_States', 'Germany', 'France', 'Japan', 'United_Kingdom', 'India', 'English_language', 'World_War_II', 'China', 'Africa', 'Islam', 'Russia', 'Natural_gas', 'Earth%27s_atmosphere']\"
Potassium_nitrate,Ivory,FALSE,20,"['Potassium_nitrate', 'Phase_%28matter%29', 'Electron', 'Gravitation', 'England', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'Senegal', 'Roman_Catholic_Church', 'Africa', 'United_States', 'Europe', 'Buddhism', 'Philosophy', 'World_War_II', 'United_Kingdom', 'Germany', 'English_language']\"
Dolphin,AIDS,TRUE,7,"['Dolphin', 'Scientific_classification', 'Latin', 'United_States', 'Medicine', 'France', 'AIDS']\"
Judaism,Mozilla_Firefox,FALSE,20,"['Judaism', 'Europe', 'India', 'Currency', 'Gold', 'Russia', 'Canada', 'Christianity', 'Roman_Empire', 'Africa', 'China', 'United_Nations', 'London', 'European_Union', 'Portugal', 'List_of_countries_by_system_of_government', 'Australia', 'Asia', 'North_America']\"
Celery,History_of_the_Internet,TRUE,8,"['Celery', 'Plant', 'Light', 'California', 'United_States', 'Internet', 'World_Wide_Web', 'History_of_the_Internet']\"
Arithmetic,Moon,TRUE,4,"['Arithmetic', 'Africa', 'Earth', 'Moon']\"
Ant,Hurricane_Katrina,TRUE,15,"['Ant', 'Africa', 'United_States', 'United_Kingdom', 'France', 'World_War_II', 'Europe', 'Germany', 'English_language', 'Latin', 'Italy', 'India', 'Japan', 'Tropical_cyclone', 'Hurricane_Katrina']\"
Stuttering,Water,TRUE,8,"['Stuttering', 'English_language', 'United_States', 'Time_zone', 'France', 'River', 'Rain', 'Water']\"
Dinosaur,Central_processing_unit,FALSE,20,"['Dinosaur', 'England', 'France', 'Germany', 'Europe', 'India', 'Japan', 'Russia', 'Canada', 'Christianity', 'Spain', 'Italy', 'Australia', 'World_War_I', 'Africa', 'Islam', 'Egypt', 'Asia', 'Portugal']\"
Hydrogen,Parrot,FALSE,20,"['Hydrogen', 'Phase_%28matter%29', 'Plasma_%28physics%29', 'Earth', 'United_States', 'Guinea', 'List_of_countries_by_system_of_government', 'France', 'European_Union', 'United_Kingdom', 'Latin', 'English_language', 'England', 'Germany', 'India', 'Africa', 'Christianity', 'Europe', 'Spain']\"
Art,Double_bass,FALSE,20,"['Art', 'Europe', 'England', 'Drum_and_bass', 'Musical_instrument', 'Music', 'India', 'List_of_countries_by_system_of_government', 'Italy', 'United_States', 'China', 'People%27s_Republic_of_China', 'English_language', 'World_War_II', 'Egypt', 'Asia', 'Greece', 'Denmark', 'Agriculture']\"
Space_Shuttle_Columbia,Lemon,TRUE,17,"['Space_Shuttle_Columbia', 'United_States', 'World_War_II', 'Norway', 'Time_zone', 'Sweden', 'List_of_countries_by_system_of_government', 'Scotland', 'North_America', 'South_America', 'Latin', 'English_language', 'Wales', 'Silver', 'Argentina', 'Citrus', 'Lemon']\"
Uranus,FIFA,TRUE,4,"['Uranus', 'London', 'Football', 'FIFA']\"
Geology_of_the_Grand_Canyon_area,Vegetable,TRUE,6,"['Geology_of_the_Grand_Canyon_area', 'Plant', 'Potato', 'Wheat', 'Maize', 'Vegetable']\"
Magma,Tiger_shark,FALSE,20,"['Magma', 'Aluminium', 'Middle_East', 'United_States', 'Kingman_Reef', 'Pacific_Ocean', 'United_Kingdom', 'Christianity', 'Islam', 'Judaism', 'Israel', 'List_of_countries_by_system_of_government', 'Switzerland', 'English_language', 'World_War_II', 'Rome', 'Middle_Ages', 'France', 'Atlantic_Ocean']\"
Film,Ku_Klux_Klan,FALSE,20,"['Film', 'United_States', 'Italy', 'Australia', 'United_Kingdom', 'London', 'Paris', 'English_language', 'World_War_II', 'France', 'Arabic_language', 'Latin', 'Europe', 'United_Nations', 'Soviet_Union', 'Climate', 'Meteorology', 'Earth%27s_atmosphere', 'Gravitation']\"
Shark,United_States_Bill_of_Rights,TRUE,6,"['Shark', 'Chordate', 'Animal', 'Latin', 'United_States', 'United_States_Bill_of_Rights']\"
Tour_de_France,Apatosaurus,FALSE,20,"['Tour_de_France', 'France', 'Germany', 'England', 'Time_zone', 'India', 'List_of_countries_by_system_of_government', 'Australia', 'People%27s_Republic_of_China', 'China', 'Judaism', 'Jew', 'Brazil', 'Capital', 'London', 'Paris', 'Mexico', 'California', 'United_States']\"
Cat,Pollution,FALSE,20,"['Cat', 'Carolus_Linnaeus', 'Japan', 'Time_zone', 'United_States', 'German_language', 'Spanish_language', 'Europe', 'Arabic_language', 'Portuguese_language', 'France', 'Roman_Empire', 'Ottoman_Empire', 'Byzantine_Empire', 'Roman_Catholic_Church', 'Africa', 'United_Kingdom', 'India', 'Currency']\"
Penguin,Jesus,TRUE,9,"['Penguin', 'Scientific_classification', 'Binomial_nomenclature', 'Latin', 'United_States', 'World_War_II', 'Europe', 'Christianity', 'Jesus']\"
6th_century,Emotion,FALSE,20,"['6th_century', 'India', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'Arabic_language', 'English_language', 'Germany', 'France', 'United_Kingdom', 'Christianity', 'Islam', 'Holy_Roman_Empire', 'Latin', 'Italy', 'Japan', 'China', 'World_War_II', 'Canada']\"
Pikachu,Flood,TRUE,12,"['Pikachu', 'North_America', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Japan', 'Tsunami', 'Ocean', 'Seawater', 'Water', 'Rain', 'Flood']\"
Electron,Bill_Clinton,TRUE,6,"['Electron', 'Chemical_element', 'English_language', 'Japan', 'George_W._Bush', 'Bill_Clinton']\"
Sesame,Parthenon,FALSE,20,"['Sesame', 'India', 'United_States', 'Europe', 'France', 'Arabic_language', 'English_language', 'Germany', 'United_Kingdom', 'Italy', 'Spain', 'Latin', 'French_language', 'European_Union', 'World_War_II', 'Japan', 'Netherlands', 'England', 'Currency']\"
Apaochi,Dolphin,TRUE,5,"['Apaochi', 'China', 'Sea', 'Ocean', 'Dolphin']\"
Calcium_chloride,Vietnam,TRUE,4,"['Calcium_chloride', 'Earth%27s_atmosphere', 'United_States', 'Vietnam']\"
Oxford,Bean,TRUE,17,"['Oxford', 'German_language', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'United_Kingdom', 'Latin', 'Europe', 'Arabic_language', 'Mauritania', 'Australia', 'Japan', 'Vegetable', 'Bean']\"
Metric_expansion_of_space,Guitar,TRUE,4,"['Metric_expansion_of_space', 'London', 'Eric_Clapton', 'Guitar']\"
Great_Britain,Leonardo_da_Vinci,TRUE,12,"['Great_Britain', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Latin', 'English_language', 'United_Kingdom', 'World_War_II', 'Europe', 'Italy', 'Italian_Renaissance', 'Leonardo_da_Vinci']\"
Euro,Whale,TRUE,9,"['Euro', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Dolphin', 'Whale']\"
Euro,Microsoft,TRUE,5,"['Euro', 'United_States', 'Computer', 'Microsoft_Windows', 'Microsoft']\"
Brothers_Grimm,Electricity,TRUE,7,"['Brothers_Grimm', 'Germany', 'Time_zone', 'United_States', 'Electronics', 'Electron', 'Electricity']\"
Kylie_Minogue,Sun,TRUE,12,"['Kylie_Minogue', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Portuguese_language', 'India', 'Europe', 'Germany', 'Great_Britain', 'United_Kingdom', 'Earth', 'Sun']\"
Tyrannosaurus,Guitar,FALSE,20,"['Tyrannosaurus', 'Chordate', 'Animal', 'Latin', 'United_States', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Soviet_Union', 'European_Union', 'France', 'Buddhism', 'Europe', 'United_Kingdom', 'English_language', 'England', 'Germany', 'Romania', 'Currency', '19th_century']\"
Alternative_rock,Dinosaur,TRUE,11,"['Alternative_rock', 'United_States', 'Time_zone', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Europe', 'Dolphin', 'Animal', 'Reptile', 'Dinosaur']\"
Osama_bin_Laden,Elementary_algebra,FALSE,20,"['Osama_bin_Laden', 'Africa', 'China', 'Japan', 'United_Nations', 'Canada', 'English_language', 'England', 'Netherlands', 'Scotland', 'United_States', 'Sweden', 'South_America', 'Brazil', 'Climate', 'Tropical_cyclone', 'New_Zealand', 'Switzerland', 'Norway']\"
Fundamental_theorem_of_arithmetic,Maldives,TRUE,9,"['Fundamental_theorem_of_arithmetic', 'Carl_Friedrich_Gauss', 'Denmark', 'Iceland', 'Norway', 'Sweden', 'Middle_East', 'Yemen', 'Maldives']\"
Neptune,Human_rights,TRUE,11,"['Neptune', 'France', 'United_States', 'United_States_Bill_of_Rights', 'England', 'United_Kingdom', 'English_language', 'World_War_II', 'Europe', 'United_Nations', 'Human_rights']\"
Science,Super_Mario_Bros.,FALSE,20,"['Science', 'United_States', 'India', 'Africa', 'Christianity', 'Islam', 'Egypt', 'List_of_countries_by_system_of_government', 'England', 'London', 'People%27s_Republic_of_China', 'Democracy', 'Ireland', 'Scotland', 'Agriculture', 'Sweden', 'German_language', 'Netherlands', 'Jew']\"
SD26,Athens,TRUE,4,"['SD26', 'North_America', 'Europe', 'Athens']\"
Universe,Screw,FALSE,20,"['Universe', 'Earth', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'Latin', 'Italy', 'Currency', 'Mauritania', 'Australia', 'Constitutional_monarchy', 'Japan', 'World_War_II', 'China', 'Christianity']\"
Roald_Amundsen,Meningitis,FALSE,20,"['Roald_Amundsen', 'Canada', 'France', 'Japan', 'Europe', 'Italy', 'Spain', 'Australia', 'List_of_countries_by_system_of_government', 'Egypt', 'Asia', 'Portugal', 'European_Union', 'London', 'Paris', 'French_language', 'Spanish_language', 'Netherlands', '20th_century']\"
Brazil,Indonesia,TRUE,3,"['Brazil', 'Asia', 'Indonesia']\"
Applied_mathematics,Charlie_Chaplin,FALSE,20,"['Applied_mathematics', 'Republic_of_Ireland', 'James_Joyce', 'United_States', 'United_Kingdom', 'France', 'Arabic_language', 'English_language', 'World_War_II', 'Mao_Zedong', 'Richard_Nixon', 'Ronald_Reagan', 'Europe', 'Germany', 'Albert_Einstein', 'Italy', 'Japan', 'Russia', 'Soviet_Union']\"
Darth_Vader,Eastern_Orthodox_Church,TRUE,8,"['Darth_Vader', 'Japan', 'United_States', 'Judaism', 'United_Kingdom', 'Church_of_Ireland', 'Roman_Catholic_Church', 'Eastern_Orthodox_Church']\"
Chromium,Henry_I_of_England,TRUE,11,"['Chromium', 'Turkey', 'Time_zone', 'Canada', 'United_Kingdom', 'Henry_VIII_of_England', 'Henry_IV_of_England', 'Henry_V_of_England', 'Henry_VI_of_England', 'Henry_II_of_England', 'Henry_I_of_England']\"
Heat,Jew,TRUE,5,"['Heat', 'Latin', 'United_States', 'Judaism', 'Jew']\"
Eye,Dance,FALSE,20,"['Eye', 'Ultraviolet', 'Latin', 'United_States', 'Sport', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'English_language', 'Germany', 'France', 'Japan', 'Europe', 'England', 'Italy', 'India', 'Africa', 'Spain', 'Russia']\"
Helen_Gandy,Water,TRUE,7,"['Helen_Gandy', 'United_States', 'Time_zone', 'France', 'River', 'Rain', 'Water']\"
Aristotle,James_Monroe,TRUE,15,"['Aristotle', 'Christianity', 'Islam', 'United_States', 'John_F._Kennedy', 'William_McKinley', 'Spain', 'Time_zone', 'United_Kingdom', 'Europe', 'Arabic_language', 'Iran', 'Jimmy_Carter', 'John_Adams', 'James_Monroe']\"
Geometry,Thailand,TRUE,5,"['Geometry', 'Ren%C3%A9_Descartes', 'Netherlands', 'Asia', 'Thailand']\"
Telephone,Pyramid,TRUE,11,"['Telephone', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'Egypt', 'Egyptian_pyramids', 'Pyramid']\"
Nazi_Germany,Rice,TRUE,3,"['Nazi_Germany', 'United_States', 'Rice']\"
Glass,Shark,TRUE,8,"['Glass', 'Germany', 'List_of_countries_by_system_of_government', 'United_States', 'Agriculture', 'Fish', 'Whale_shark', 'Shark']\"
Bolivia,Universe,TRUE,8,"['Bolivia', 'United_States', 'France', 'Arabic_language', 'English_language', 'United_Kingdom', 'Earth', 'Universe']\"
Phishing,New_moon,TRUE,4,"['Phishing', 'United_States', 'Moon', 'New_moon']\"
Palm_oil,Police_state,FALSE,20,"['Palm_oil', 'United_Kingdom', 'France', 'United_States', 'U.S._state', 'Spain', 'Europe', 'Germany', 'English_language', 'Canada', 'Russia', 'Japan', 'Crime', 'Police', 'China', 'World_War_II', 'India', 'Time_zone', 'New_York_City']\"
Rwanda,Carbon_dioxide,TRUE,5,"['Rwanda', 'World_War_II', 'United_States', 'Natural_gas', 'Carbon_dioxide']\"
Organization,Jurassic,TRUE,19,"['Organization', 'Human', 'Arabic_language', 'Hebrew_language', 'French_language', 'European_Union', 'United_States', 'Guinea-Bissau', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'World_War_II', 'Europe', 'United_Kingdom', 'France', 'German_language', 'Spain', 'Africa', 'Fossil', 'Jurassic']\"
Butter,Star_Trek,FALSE,20,"['Butter', 'English_language', 'England', 'United_Kingdom', 'List_of_countries_by_system_of_government', 'United_States', 'Space_Shuttle_Columbia', 'India', 'Portugal', 'Brazil', 'Europe', 'France', 'Latin', 'Roman_Empire', 'Christianity', 'Spain', 'Mexico', 'Russia', 'Canada']\"
Gas,Black_hole,TRUE,19,"['Gas', 'Natural_gas', 'Italy', 'Black_Death', 'France', 'List_of_countries_by_system_of_government', 'United_States', 'Europe', 'Hawk', 'Scientific_classification', 'Latin', 'English_language', 'World_War_II', 'Germany', 'United_Kingdom', 'William_Shakespeare', 'England', 'Stephen_Hawking', 'Black_hole']\"
Australian_Green_Tree_Frog,Pyramid,TRUE,11,"['Australian_Green_Tree_Frog', 'United_States', 'France', 'United_Kingdom', 'Europe', 'Germany', 'English_language', 'World_War_II', 'Egypt', 'Egyptian_pyramids', 'Pyramid']\"
Super_Mario_Bros.,Jesus,TRUE,6,"['Super_Mario_Bros.', 'United_States', 'World_War_II', 'Europe', 'Christianity', 'Jesus']\"
NATO,Acceleration,TRUE,14,"['NATO', 'United_Nations', 'South_America', 'Middle_East', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Pacific_Ocean', 'World_War_II', 'Cold_War', 'United_Kingdom', 'Gravitation', 'Physics', 'Acceleration']\"
Cereal,Kurt_Cobain,FALSE,20,"['Cereal', 'Canada', 'Time_zone', 'Japan', 'China', 'Africa', 'French_language', 'Italy', 'Currency', 'Euro', 'Portugal', 'List_of_countries_by_system_of_government', 'Egypt', 'Islam', 'Arabic_language', 'Iran', 'People%27s_Republic_of_China', 'United_States', 'Agriculture']\"
Supreme_Court_of_the_United_States,Sodium,FALSE,20,"['Supreme_Court_of_the_United_States', 'United_States', 'World_War_II', 'Soviet_Union', 'Time_zone', 'Great_Britain', 'Ukraine', 'List_of_countries_by_system_of_government', 'People%27s_Republic_of_China', 'Communism', 'World_War_I', 'Ottoman_Empire', 'Roman_Empire', 'Byzantine_Empire', 'Roman_Catholic_Church', 'Latin', 'English_language', 'European_Union', 'German_language']\"
Comet,Speed_of_light,FALSE,20,"['Comet', 'English_language', 'Japan', 'China', 'Africa', 'Egypt', 'List_of_countries_by_system_of_government', 'United_States', 'Mexico', 'Buddhism', 'Thailand', 'Climate', 'Tropical_cyclone', 'Arabic_language', 'Syria', 'Turkey', 'Asia', 'World_War_II', 'United_Kingdom']\"
Laurence_Olivier,Hydrogen,TRUE,17,"['Laurence_Olivier', 'Great_Britain', 'French_language', 'Africa', 'South_Africa', 'Time_zone', 'Ireland', '19th_century', 'North_America', 'Spanish_language', 'South_America', '20th_century', 'United_States', 'List_of_countries_by_system_of_government', 'New_Zealand', 'United_Kingdom', 'Hydrogen']\"
The_Rolling_Stones,Leonardo_da_Vinci,TRUE,12,"['The_Rolling_Stones', 'United_States', 'List_of_countries_by_system_of_government', 'France', 'Latin', 'English_language', 'United_Kingdom', 'World_War_II', 'Europe', 'Italy', 'Italian_Renaissance', 'Leonardo_da_Vinci']\"
Auto_racing,Confucius,TRUE,16,"['Auto_racing', 'United_States', 'List_of_countries_by_system_of_government', 'England', 'Atlantic_Ocean', 'Portugal', 'European_Union', 'German_language', 'France', 'Latin', 'Europe', 'Christianity', 'Islam', 'China', 'Confucianism', 'Confucius']\"
Cat,Moon,TRUE,5,"['Cat', 'Animal', 'Latin', 'United_States', 'Moon']\"
Computer_programming,The_Beatles,TRUE,10,"['Computer_programming', 'Programming_language', '19th_century', 'United_States', 'Currency', '18th_century', 'France', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'The_Beatles']\"
Christianity,Jesus,TRUE,2,"['Christianity', 'Jesus']\"
20th_century,Parrot,TRUE,20,"['20th_century', 'European_Union', 'United_States', 'Guinea', 'List_of_countries_by_system_of_government', 'France', 'United_Kingdom', 'Latin', 'English_language', 'England', 'Germany', 'India', 'Africa', 'Christianity', 'Europe', 'Spain', 'Australia', 'Kangaroo', 'Bird', 'Parrot']\"
World_War_I,World_War_II,TRUE,2,"['World_War_I', 'World_War_II']\"
Jaws_%28film%29,Apple,FALSE,20,"['Jaws_%28film%29', 'United_States', 'Computer', 'Television', 'Germany', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'French_language', 'Europe', 'France', 'Japan', 'Nintendo', 'China', 'English_language', 'England', 'Portuguese_language', 'India', 'Christianity', 'Spain']\"
Nazism,Ice,TRUE,4,"['Nazism', 'United_States', 'Ice_hockey', 'Ice']\"
Prime_Minister_of_the_United_Kingdom,Pac-Man,FALSE,20,"['Prime_Minister_of_the_United_Kingdom', 'London', 'Europe', 'England', 'French_language', 'European_Union', 'Netherlands', 'List_of_countries_by_system_of_government', 'United_States', 'Sweden', 'Middle_Ages', 'German_language', 'Poland', 'Denmark', 'Ireland', 'Scotland', 'Great_Britain', 'Wales', 'Latin']\"
Fyodor_Dostoevsky,George_W._Bush,TRUE,5,"['Fyodor_Dostoevsky', 'Christianity', 'Judaism', 'United_States', 'George_W._Bush']\"
Oviraptor,Bill_Gates,FALSE,20,"['Oviraptor', 'Scientific_classification', 'Latin', 'United_States', 'Computer', 'Middle_Ages', 'German_language', 'United_Kingdom', 'Time_zone', 'France', 'Arabic_language', 'English_language', 'Germany', 'Albert_Einstein', 'India', 'Europe', 'England', 'Portuguese_language', 'China']\"
Internet,Pea,TRUE,20,"['Internet', 'United_States', 'World_War_II', 'France', 'Time_zone', 'Washington%2C_D.C.', 'English_language', 'Latin', 'Portugal', 'List_of_countries_by_system_of_government', 'United_Kingdom', 'Christianity', 'Europe', 'England', 'Portuguese_language', 'Malaysia', 'Constitutional_monarchy', 'Japan', 'Vegetable', 'Pea']\"
